gen_name,blastoderm cell,embryonic stem cell,morula cell,oocyte,totipotent stem cell,zygote
ENSG00000000003,95.17892072258658,96.39857323668163,84.20204809573121,43.815441261074675,60.664288727802706,46.576918651478536
ENSG00000000005,0.0,44.82798297088942,0.0,0.0,8.978636904077014,28.65416331070456
ENSG00000000419,92.55935258696736,90.57645840524681,95.0101637709508,81.3676983853028,88.79300425727764,71.44939209143558
ENSG00000000457,75.71434050550377,69.68511486978866,84.44367736739156,83.22018946803207,77.39040386606834,84.39765274421815
ENSG00000000460,83.69194185555939,83.24703716488321,85.15705902657922,83.15115253327197,82.74460169524028,84.76968511486979
ENSG00000000938,0.0,40.1142944808806,14.86595328500748,0.0,27.146856901775784,34.15027039466114
ENSG00000000971,22.02278218847083,29.946688144824147,0.0,27.687646224063204,18.73969240210179,34.15027039466114
ENSG00000001036,87.69224868638055,89.759521343919,58.91151766194914,55.97361254938058,37.724849461128365,48.26448816783646
ENSG00000001084,79.79519042687838,83.71878955241054,77.39040386606834,80.53925516818164,75.61462048862808,84.30176811260691
ENSG00000001167,78.07310244314041,72.60384305603498,89.32995819430062,66.86994208568251,92.55551720170291,68.9333793579565
ENSG00000001460,71.2883059103287,65.32044643884478,75.58393740651248,86.93667778928393,82.12710466766386,87.56951635791815
ENSG00000001461,67.97453304184405,74.30675411345071,58.290185249108276,87.25117938096881,82.82130940052929,86.92517163349058
ENSG00000001497,89.03846891420243,90.00115061557933,83.14731714800752,72.48878149810149,77.70874084301768,70.16070264258045
ENSG00000001561,57.327503547731375,54.43562305833621,37.18406013884095,44.60169524028689,24.684539561999003,43.04069343765581
ENSG00000001617,52.29164269550877,53.44609366010816,18.459709277796954,0.0,37.67115406742607,0.0
ENSG00000001626,53.97537682660223,55.34460936601081,41.2303915928355,75.2310819621831,63.09592298546389,64.13914777739423
ENSG00000001629,85.79373298047788,86.817780846086,87.68457791585165,89.90143059870364,84.38231120316036,87.40459479154681
ENSG00000001630,97.87519656349481,92.78947570283435,80.70417673455299,66.34065891918843,74.3757910482108,66.84309438883136
ENSG00000001631,88.29823955816362,86.42273616384766,86.88681778084609,89.59459977754766,76.93015763433438,82.63337552257124
ENSG00000002016,62.451578261036325,63.8208108004449,80.2516012733479,58.07156828903464,71.2422812871553,53.65320446438845
ENSG00000002079,0.0,23.829248648026695,41.54489318452039,53.06639051892763,48.394891266827756,52.67518122195375
ENSG00000002330,68.16246691980209,78.5410194454033,67.69071453227477,52.38752732712001,54.01756606451118,52.188087293368625
ENSG00000002549,92.23334483948913,93.40697273041076,91.82295861619299,75.46120507805009,88.95409043838454,67.0770528899628
ENSG00000002586,89.39899512906071,72.89916772139762,84.75434357381198,93.38012503355962,90.51892762628006,87.08242242933302
ENSG00000002587,53.42691673378591,50.634756261266446,34.67188279062632,35.22801365397154,33.71303647451386,37.55609250949258
ENSG00000002726,23.982664058604687,35.91838300157251,24.508111839834314,0.0,21.566371342001304,0.0
ENSG00000002745,60.16185325815978,43.155754995589305,45.4339738426725,35.35841675296283,45.95175085337322,0.0
ENSG00000002746,39.55049284700648,56.65631112645265,44.682238330840335,59.39094082000537,51.58593180684999,53.20062900318337
ENSG00000002822,70.75135197330572,65.67330188317416,66.28696352548613,59.07260384305604,75.99432362980862,72.00552295478082
ENSG00000002834,94.59977754765467,88.67027192881525,88.8198519541288,66.22559736125494,67.60633605645687,63.257009166570775
ENSG00000002919,78.00790089364476,80.85375675986653,76.10554980247765,60.556897940398116,56.52974341272581,66.06451118014805
ENSG00000002933,0.0,31.047443715721247,22.187703754842175,33.59030414605147,31.400299160050626,32.22490699190734
